game,manufacturer,display_name,class,pi,country,availability,source
fh6,MINI,2018 MINI X-raid John Cooper Works Buggy,Offroad,514 B,UK,"Collection Journal, Seasonal",forza.net/fh6cars
fh6,MINI,2021 MINI John Cooper Works GP,Super Hot Hatch,599 B,UK,Seasonal,forza.net/fh6cars
fh6,Mitsubishi,1990 Mitsubishi #269 Attacking the Clock Racing Minicab Time Attack,Track Toys,166 D,Japan,Autoshow DLC,forza.net/fh6cars
fh6,Mitsubishi,1992 Mitsubishi Galant VR-4,Retro Rally,431 C,Japan,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Mitsubishi,1995 Mitsubishi Eclipse GSX,Retro Sports Cars,436 C,Japan,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Mitsubishi,1995 Mitsubishi Lancer Evolution III GSR,Retro Rally,518 B,Japan,Collection Journal,forza.net/fh6cars
fh6,Mitsubishi,1995 Mitsubishi Montero Exceed 2800 TD,Pickups & 4x4's,190 D,Japan,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Mitsubishi,1997 Mitsubishi GTO,Retro Sports Cars,495 C,Japan,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Mitsubishi,1997 Mitsubishi Montero Evolution,Pickups & 4x4's,346 D,Japan,Collection Journal,forza.net/fh6cars
fh6,Mitsubishi,2001 Mitsubishi Lancer Evolution VI GSR TM Edition,Retro Rally,574 B,Japan,Autoshow,forza.net/fh6cars
fh6,Mitsubishi,2004 Mitsubishi Lancer Evolution VIII MR,Modern Rally,555 B,Japan,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Mitsubishi,2004 Mitsubishi Lancer Evolution VIII MR Welcome Pack,Modern Rally,700 A,Japan,Autoshow DLC,forza.net/fh6cars
fh6,Mitsubishi,2005 Mitsubishi #1 Sierra Sierra Enterprises Lancer Evolution Time Attack,Extreme Track Toys,962 R,Japan,Collection Journal,forza.net/fh6cars
fh6,Mitsubishi,2006 Mitsubishi Lancer Evolution IX MR,Modern Rally,521 B,Japan,Seasonal,forza.net/fh6cars
fh6,Mitsubishi,2008 Mitsubishi Lancer Evolution X GSR,Modern Rally,534 B,Japan,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Nissan,1969 Nissan Fairlady Z 432,Classic Sports Cars,369 D,Japan,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Nissan,1971 Nissan Skyline 2000GT-R,Classic Sports Cars,380 D,Japan,Collection Journal,forza.net/fh6cars
fh6,Nissan,1973 Nissan Skyline H/T 2000GT-R,Classic Sports Cars,407 C,Japan,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Nissan,1983 Nissan #11 Tomica Skyline Turbo Super Silhouette,Retro Racers,847 S2,Japan,Collection Journal,forza.net/fh6cars
fh6,Nissan,1985 Nissan Safari Turbo,Pickups & 4x4's,123 D,Japan,Collection Journal,forza.net/fh6cars
fh6,Nissan,1987 Nissan Be-1,Eclectic Domestics,175 D,Japan,Seasonal,forza.net/fh6cars
fh6,Nissan,1987 Nissan Skyline GTS-R,Retro Sports Cars,432 C,Japan,Autoshow,forza.net/fh6cars
fh6,Nissan,1989 Nissan PAO,Eclectic Domestics,145 D,Japan,Collection Journal,forza.net/fh6cars
fh6,Nissan,1989 Nissan S-Cargo,Eclectic Domestics,131 D,Japan,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Nissan,1989 Nissan S-Cargo Forza Edition,Track Toys,800 S1,Japan,"Wheelspin, Seasonal",forza.net/fh6cars
fh6,Nissan,1989 Nissan Silvia K's,Retro Sports Cars,455 C,Japan,Autoshow,forza.net/fh6cars
fh6,Nissan,1990 Nissan #12 Skyline GT-R (BNR32 Gr.A) JTC,Retro Racers,858 S2,Japan,Autoshow DLC,forza.net/fh6cars
fh6,Nissan,1990 Nissan Pulsar GTI-R,Retro Rally,486 C,Japan,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Nissan,1991 Nissan Figaro,Eclectic Domestics,234 D,Japan,Collection Journal,forza.net/fh6cars
fh6,Nissan,1992 Nissan Skyline GT-R,Retro Sports Cars,541 B,Japan,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Nissan,1993 Nissan #32 Skyline WTAC 'Xtreme GTR',Extreme Track Toys,923 R,Japan,Autoshow DLC,forza.net/fh6cars
fh6,Nissan,1993 Nissan 240SX,Retro Sports Cars,339 D,Japan,"Wheelspin, Seasonal",forza.net/fh6cars
fh6,Nissan,1994 Nissan Fairlady Z Version S Twin Turbo,Retro Sports Cars,497 C,Japan,Autoshow,forza.net/fh6cars
fh6,Nissan,1994 Nissan Silvia K's,Retro Sports Cars,499 C,Japan,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Nissan,1995 Nissan Gloria Gran Turismo,Retro Super Saloons,498 C,Japan,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Nissan,1995 Nissan NISMO GT-R LM,Retro Sports Cars,545 B,Japan,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Nissan,1997 Nissan Skyline GT-R V-Spec,Retro Sports Cars,555 B,Japan,Seasonal,forza.net/fh6cars
fh6,Nissan,1997 Nissan Stagea RS Four V,Retro Super Saloons,439 C,Japan,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Nissan,1998 Nissan #23 Pennzoil NISMO Skyline GT-R,Retro Racers,848 S2,Japan,Collection Journal,forza.net/fh6cars
fh6,Nissan,1998 Nissan R390 (GT1),Retro Supercars,774 S1,Japan,Collection Journal,forza.net/fh6cars
fh6,Nissan,1998 Nissan Silvia K's Aero,Retro Sports Cars,494 C,Japan,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Nissan,1998 Nissan Skyline GT-R 40th Anniversary,Retro Sports Cars,547 B,Japan,Autoshow DLC,forza.net/fh6cars
fh6,Nissan,2000 Nissan #36 Dream Project S15 Silvia WTAC,Extreme Track Toys,996 R,Japan,Autoshow DLC,forza.net/fh6cars
fh6,Nissan,2000 Nissan Skyline GT-R V Spec II,Retro Sports Cars,590 B,Japan,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Nissan,2002 Nissan Silvia Spec-R,Retro Sports Cars,551 B,Japan,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Nissan,2003 Nissan Fairlady Z,Retro Sports Cars,534 B,Japan,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Nissan,2010 Nissan 370Z,Modern Sports Cars,568 B,Japan,Seasonal,forza.net/fh6cars
fh6,Nissan,2012 Nissan GT-R Black Edition (R35),Modern Supercars,703 S1,Japan,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Nissan,2012 Nissan GT-R Black Edition (R35) Forza Edition,Extreme Track Toys,850 S2,Japan,"Wheelspin, Seasonal",forza.net/fh6cars
fh6,Nissan,2017 Nissan GT-R (R35),Modern Supercars,709 S1,Japan,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Nissan,2019 Nissan 370Z Nismo,Modern Sports Cars,603 A,Japan,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Nissan,2020 Nissan GT-R NISMO (R35),Track Toys,736 S1,Japan,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Nissan,2024 Nissan GT-R Nismo,Track Toys,741 S1,Japan,"Autoshow, Collection Journal",forza.net/fh6cars
fh6,Nissan,2024 Nissan Z NISMO,Modern Sports Cars,652 A,Japan,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Noble,2010 Noble M600,Modern Supercars,793 S1,UK,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Opel,1984 Opel Manta 400,Rally Monsters,576 B,Germany,"Autoshow, Collection Journal",forza.net/fh6cars
fh6,Pagani,2009 Pagani Zonda R,Extreme Track Toys,918 R,Italy,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Pagani,2010 Pagani Zonda Cinque Roadster,Hypercars,812 S2,Italy,Autoshow,forza.net/fh6cars
fh6,Pagani,2016 Pagani Huayra BC Coupe,Hypercars,851 S2,Italy,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Pagani,2021 Pagani Huayra R,Extreme Track Toys,954 R,Italy,Seasonal,forza.net/fh6cars
fh6,Peel,1962 Peel P50,Cult Cars,100 D,UK,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Peel,1962 Peel P50 Trolli Edition,Cult Cars,100 D,UK,Autoshow DLC,forza.net/fh6cars
fh6,Penhall,2011 Penhall The Cholla,Unlimited Buggies,541 B,USA,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Peugeot,1984 Peugeot 205 Turbo 16,Retro Rally,500 C,France,Collection Journal,forza.net/fh6cars
fh6,Peugeot,1991 Peugeot 205 Rallye,Retro Hot Hatch,350 D,France,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Peugeot,2007 Peugeot 207 Super 2000,Rally Monsters,632 A,France,Seasonal,forza.net/fh6cars
fh6,Plymouth,1958 Plymouth Fury,Rods and Customs,361 D,USA,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Plymouth,1968 Plymouth Barracuda Formula S,Classic Muscle,445 C,USA,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Plymouth,1971 Plymouth Cuda 426 HEMI,Classic Muscle,441 C,USA,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Polaris,2021 Polaris RZR Pro XP Factory Racing Limited Edition,UTV's,439 C,USA,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Polaris,2021 Polaris RZR Pro XP Ultimate,UTV's,496 C,USA,"Autoshow, Collection Journal",forza.net/fh6cars
fh6,Pontiac,1977 Pontiac Firebird Trans Am,Classic Muscle,312 D,USA,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Pontiac,1987 Pontiac Firebird Trans Am GTA,Retro Muscle,382 D,USA,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Porsche,1970 Porsche #3 917 LH,Classic Racers,777 S1,Germany,"Autoshow, Collection Journal",forza.net/fh6cars
fh6,Porsche,1970 Porsche #3 917 LH Forza Edition,Extreme Track Toys,998 R,Germany,"Wheelspin, Seasonal",forza.net/fh6cars
fh6,Porsche,1973 Porsche 911 Carrera RS,Rare Classics,490 C,Germany,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Porsche,1982 Porsche 911 Turbo 3.3,Retro Supercars,550 B,Germany,Collection Journal,forza.net/fh6cars
fh6,Porsche,1985 Porsche #185 959 Prodrive Rally Raid,Rally Monsters,623 A,Germany,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Porsche,1987 Porsche 959,Retro Supercars,661 A,Germany,Collection Journal,forza.net/fh6cars
fh6,Porsche,1989 Porsche 944 Turbo,Retro Sports Cars,539 B,Germany,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Porsche,1993 Porsche 911 Turbo S Leichtbau,Retro Sports Cars,652 A,Germany,Seasonal,forza.net/fh6cars
fh6,Porsche,1993 Porsche 928 GTS,Retro Sports Cars,563 B,Germany,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Porsche,1993 Porsche 968 Turbo S,Retro Sports Cars,594 B,Germany,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Porsche,1995 Porsche 911 GT2,Retro Supercars,644 A,Germany,"Wheelspin, Seasonal",forza.net/fh6cars
fh6,Porsche,1997 Porsche 911 GT1 Strassenversion,Retro Supercars,746 S1,Germany,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Porsche,2003 Porsche Carrera GT,Retro Supercars,758 S1,Germany,"Collection Journal, Seasonal",forza.net/fh6cars
fh6,Porsche,2004 Porsche 911 GT3,Retro Supercars,674 A,Germany,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Porsche,2005 Porsche Cayman GT3 WTAC,Extreme Track Toys,856 S2,Germany,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Porsche,2012 Porsche 911 GT3 RS 4.0,Track Toys,726 S1,Germany,"Autoshow, Collection Journal",forza.net/fh6cars
fh6,Porsche,2014 Porsche 918 Spyder,Hypercars,858 S2,Germany,"Autoshow, Collection Journal",forza.net/fh6cars
fh6,Porsche,2018 Porsche 718 Cayman GTS,Modern Sports Cars,675 A,Germany,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Porsche,2018 Porsche 911 GT2 RS,Track Toys,803 S2,Germany,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Porsche,2018 Porsche Cayenne Turbo,Sports Utility Heroes,638 A,Germany,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Porsche,2018 Porsche Macan LPR Rally Raid,Offroad,528 B,Germany,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Porsche,2019 Porsche #70 Porsche Motorsport 935,Extreme Track Toys,853 S2,Germany,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Porsche,2019 Porsche 911 Carrera S,Modern Sports Cars,714 S1,Germany,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Porsche,2019 Porsche 911 GT3 RS,Track Toys,760 S1,Germany,"Wheelspin, Seasonal",forza.net/fh6cars
fh6,Porsche,2020 Porsche Taycan Turbo S,Modern Super Saloons,725 S1,Germany,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Porsche,2021 Porsche 911 GT3,Track Toys,752 S1,Germany,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Porsche,2021 Porsche Mission R,Extreme Track Toys,865 S2,Germany,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Porsche,2022 Porsche 718 Cayman GT4 RS,Track Toys,737 S1,Germany,"Autoshow, Collection Journal",forza.net/fh6cars
fh6,Porsche,2023 Porsche 911 GT3 RS,Track Toys,758 S1,Germany,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Porsche,2023 Porsche 911 Rallye,Rally Monsters,700 A,Germany,Seasonal,forza.net/fh6cars
fh6,Porsche,2023 Porsche 911 Turbo S,Modern Supercars,774 S1,Germany,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Radical,2015 Radical RXC Turbo,Extreme Track Toys,842 S2,UK,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Ram,2024 Ram 1500 TRX,Pickups & 4x4's,514 B,USA,Autoshow,forza.net/fh6cars
fh6,Reliant,1972 Reliant Supervan III,Utility Heroes,100 D,UK,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Renault,1967 Renault 8 Gordini,Classic Rally,322 D,France,Seasonal,forza.net/fh6cars
fh6,Renault,1980 Renault 5 Turbo,Retro Rally,417 C,France,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Renault,1993 Renault Clio Williams,Retro Hot Hatch,400 D,France,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Renault,2008 Renault Mégane R26.R,Hot Hatch,561 B,France,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Renault,2010 Renault Megane RS 250,Super Hot Hatch,538 B,France,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Renault,2018 Renault Megane R.S.,Super Hot Hatch,547 B,France,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Rimac,2021 Rimac Nevera,Hypercars,913 R,Croatia,"Wheelspin, Seasonal",forza.net/fh6cars
fh6,Rivian,2022 Rivian R1T,Pickups & 4x4's,607 A,USA,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,RJ Anderson,2016 RJ Anderson #37 Polaris RZR Pro 2 Truck,Unlimited Offroad,674 A,USA,"Autoshow, Collection Journal",forza.net/fh6cars
fh6,RJ Anderson,2021 RJ Anderson #37 Polaris RZR Pro 4 Truck,Unlimited Offroad,677 A,USA,"Wheelspin, Seasonal",forza.net/fh6cars
fh6,Saleen,2017 Saleen S7 LM,Extreme Track Toys,835 S2,USA,Seasonal,forza.net/fh6cars
fh6,Schuppan,1993 Schuppan 962CR,Retro Supercars,764 S1,UK,Seasonal,forza.net/fh6cars
fh6,Shelby,1965 Shelby Cobra 427 S/C,Rare Classics,582 B,USA,"Collection Journal, Seasonal",forza.net/fh6cars
fh6,Shelby,1965 Shelby Cobra Daytona Coupe,Classic Racers,515 B,USA,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,SIERRA Cars,2020 SIERRA Cars #23 Yokohama ALPHA,Extreme Track Toys,926 R,USA,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,SIERRA Cars,2021 SIERRA Cars 700R,UTV's,346 D,USA,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,SIERRA Cars,2021 SIERRA Cars RX3,UTV's,635 A,USA,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,SRT,2013 SRT Viper GTS,Modern Muscle,707 S1,USA,"Autoshow, Wheelspin, Loyalty",forza.net/fh6cars
fh6,Subaru,1980 Subaru BRAT GL,Utility Heroes,159 D,Japan,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Subaru,1990 Subaru LEGACY RS,Retro Rally,406 C,Japan,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Subaru,1994 Subaru Vivio RX-R,Eclectic Domestics,281 D,Japan,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Subaru,1994 Subaru Vivio RX-R Forza Edition,Extreme Track Toys,900 S2,Japan,"Collection Journal, Seasonal",forza.net/fh6cars
fh6,Subaru,1996 Subaru SVX,Retro Sports Cars,466 C,Japan,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Subaru,1998 Subaru Impreza 22B-STi Version,Retro Rally,600 B,Japan,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Subaru,2004 Subaru IMPREZA WRX STI,Modern Rally,552 B,Japan,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Subaru,2005 Subaru IMPREZA WRX STI,Modern Rally,570 B,Japan,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Subaru,2005 Subaru LEGACY B4 2.0 GT,Retro Super Saloons,549 B,Japan,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Subaru,2008 Subaru IMPREZA WRX STI,Modern Rally,539 B,Japan,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Subaru,2011 Subaru WRX STI,Modern Rally,547 B,Japan,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Subaru,2013 Subaru BRZ,Modern Sports Cars,463 C,Japan,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Subaru,2015 Subaru WRX STI,Modern Rally,555 B,Japan,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Subaru,2018 Subaru WRX STI ARX Supercar,Rally Monsters,757 S1,Japan,Seasonal,forza.net/fh6cars
fh6,Subaru,2019 Subaru STI S209,Modern Rally,574 B,Japan,Seasonal,forza.net/fh6cars
fh6,Subaru,2022 Subaru BRZ,Modern Sports Cars,551 B,Japan,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Subaru,2022 Subaru BRZ Forza Edition,Unlimited Offroad,700 A,Japan,Seasonal,forza.net/fh6cars
fh6,Subaru,2022 Subaru WRX,Modern Rally,538 B,Japan,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Toyota,1965 Toyota Sports 800,Classic Sports Cars,141 D,Japan,"Collection Journal, Wheelspin, Seasonal",forza.net/fh6cars
fh6,Toyota,1965 Toyota Sports 800 Fanta Edition,Classic Sports Cars,141 D,Japan,Autoshow DLC,forza.net/fh6cars
fh6,Toyota,1969 Toyota 2000GT,Rare Classics,377 D,Japan,Collection Journal,forza.net/fh6cars
fh6,Toyota,1974 Toyota Corolla SR5,Classic Sports Cars,197 D,Japan,Seasonal,forza.net/fh6cars
fh6,Toyota,1979 Toyota FJ40,Pickups & 4x4's,157 D,Japan,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Toyota,1985 Toyota Sprinter Trueno GT Apex,Retro Sports Cars,376 D,Japan,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Toyota,1985 Toyota Sprinter Trueno GT Apex Forza Edition,Track Toys,600 B,Japan,"Collection Journal, Seasonal",forza.net/fh6cars
fh6,Toyota,1989 Toyota MR2 SC,Retro Sports Cars,397 D,Japan,Seasonal,forza.net/fh6cars
fh6,Toyota,1991 Toyota Chaser GT Twin Turbo,Retro Super Saloons,484 C,Japan,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Toyota,1991 Toyota Sera,Eclectic Domestics,344 D,Japan,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Toyota,1992 Toyota Celica GT-Four RC ST185,Retro Rally,438 C,Japan,Autoshow,forza.net/fh6cars
fh6,Toyota,1992 Toyota Supra 2.0 GT,Retro Sports Cars,453 C,Japan,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Toyota,1993 Toyota #1 T100 Baja Truck,Unlimited Offroad,584 B,Japan,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Toyota,1994 Toyota Celica GT-Four ST205,Retro Rally,479 C,Japan,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Toyota,1995 Toyota J&J Motorsport Supra WTAC,Extreme Track Toys,828 S2,Japan,Autoshow DLC,forza.net/fh6cars
fh6,Toyota,1995 Toyota MR2 GT,Retro Sports Cars,522 B,Japan,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Toyota,1996 Toyota Starlet Glanza V,Retro Hot Hatch,435 C,Japan,Seasonal,forza.net/fh6cars
fh6,Toyota,1997 Toyota Chaser 2.5 Tourer V,Retro Super Saloons,504 B,Japan,"Autoshow, Collection Journal",forza.net/fh6cars
fh6,Toyota,1997 Toyota Soarer 2.5 GT-T,Retro Sports Cars,491 C,Japan,"Autoshow, Collection Journal, Wheelspin",forza.net/fh6cars
fh6,Toyota,1998 Toyota Supra RZ,Retro Sports Cars,529 B,Japan,"Autoshow, Collection Journal, Wheelspin",forza.net/fh6cars
fh6,Toyota,1999 Toyota Altezza RS200 Z EDITION,Retro Super Saloons,461 C,Japan,Seasonal,forza.net/fh6cars
fh6,Toyota,2003 Toyota Celica Sport Specialty II,Retro Sports Cars,433 C,Japan,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Toyota,2005 Toyota Crown Super Deluxe Taxi,Retro Super Saloons,181 D,Japan,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Toyota,2013 Toyota 86,Modern Sports Cars,460 C,Japan,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Toyota,2013 Toyota 86 Stories,Track Toys,685 A,Japan,"Collection Journal, Seasonal",forza.net/fh6cars
fh6,Toyota,2016 Toyota Land Cruiser Arctic Trucks AT37,Pickups & 4x4's,332 D,Japan,Seasonal,forza.net/fh6cars
fh6,Toyota,2017 Toyota JPN Taxi,Eclectic Domestics,248 D,Japan,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Toyota,2019 Toyota 4Runner TRD Pro,Pickups & 4x4's,421 C,Japan,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Toyota,2019 Toyota Tacoma TRD Pro,Pickups & 4x4's,409 C,Japan,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Toyota,2019 Toyota Tacoma TRD Pro Forza Edition,Extreme Track Toys,998 R,Japan,Autoshow DLC,forza.net/fh6cars
fh6,Toyota,2020 Toyota GR Supra,Modern Sports Cars,616 A,Japan,"Autoshow, Collection Journal, Wheelspin",forza.net/fh6cars
fh6,Toyota,2021 Toyota GR Yaris,Modern Rally,558 B,Japan,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Toyota,2022 Toyota GR86,Modern Sports Cars,556 B,Japan,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Toyota,2023 Toyota Camry TRD,Modern Super Saloons,525 B,Japan,Autoshow,forza.net/fh6cars
fh6,Toyota,2023 Toyota GR Corolla,Super Hot Hatch,596 B,Japan,Autoshow DLC,forza.net/fh6cars
fh6,Toyota,2025 Toyota Land Cruiser,Sports Utility Heroes,456 C,Japan,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,TVR,1998 TVR Cerbera Speed 12,Retro Supercars,770 S1,UK,Seasonal,forza.net/fh6cars
fh6,TVR,2005 TVR Sagaris,Retro Sports Cars,672 A,UK,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,TVR,2018 TVR Griffith,Modern Sports Cars,729 S1,UK,Autoshow,forza.net/fh6cars
fh6,Ultima,2015 Ultima Evolution Coupe 1020,Extreme Track Toys,925 R,UK,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Volkswagen,1963 Volkswagen Beetle,Cult Cars,100 D,Germany,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Volkswagen,1963 Volkswagen Type 2 De Luxe,Cult Cars,100 D,Germany,"Autoshow, Collection Journal",forza.net/fh6cars
fh6,Volkswagen,1969 Volkswagen Class 5/1600 Baja Bug,Buggies,260 D,Germany,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Volkswagen,1982 Volkswagen Pickup LX,Utility Heroes,100 D,Germany,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Volkswagen,1983 Volkswagen Golf GTI,Retro Hot Hatch,314 D,Germany,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Volkswagen,1989 Volkswagen Rallye Golf,Retro Rally,440 C,Germany,Seasonal,forza.net/fh6cars
fh6,Volkswagen,1992 Volkswagen Golf Gti 16v Mk2,Retro Hot Hatch,308 D,Germany,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Volkswagen,1995 Volkswagen Corrado VR6,Retro Hot Hatch,426 C,Germany,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Volkswagen,2010 Volkswagen Golf R,Super Hot Hatch,526 B,Germany,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Volkswagen,2011 Volkswagen Scirocco R,Hot Hatch,548 B,Germany,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Volkswagen,2014 Volkswagen Golf R,Super Hot Hatch,536 B,Germany,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Volkswagen,2017 Volkswagen #34 Andretti Rally Cross Beetle,Rally Monsters,764 S1,Germany,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Volkswagen,2021 Volkswagen Golf R,Super Hot Hatch,546 B,Germany,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Volkswagen,2022 Volkswagen Golf R,Super Hot Hatch,548 B,Germany,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Volvo,1983 Volvo 242 Turbo Evolution,Classic Rally,435 C,Sweden,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Wuling,2013 Wuling Sunshine S,Utility Heroes,107 D,China,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Wuling,2013 Wuling Sunshine S Forza Edition,Track Toys,800 S1,China,"Wheelspin, Seasonal",forza.net/fh6cars
fh6,Wuling,2022 Wuling Hongguang Mini EV,Hot Hatch,100 D,China,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Zenvo,2019 Zenvo TSR-S,Hypercars,906 R,Denmark,"Autoshow, Wheelspin",forza.net/fh6cars
